Cód.Prod;Descripción;Descripcion Sabor
968;LECHE NORTE UAT DESC FORT BRIK 1L;
969;LS FLAN SABOR PACK 0 0;VAINILLA                                
969;LS FLAN SABOR PACK 0 0;CHOCOLATE                               
970;LUNCHERA DANONINO;
971;YOGUR SER DESC C/CEREAL POTE 130GR;
972;POSTRE SERENITO WAU! PACK 400 GR;
973;YOGUR SER FORT DESC SACHET 900G;
974;CTO Q.UN CRE PACK ** **;
975;LECHE JUMBO UAT ENT FORT BRIK 1L;
976;LECHE JUMBO UAT DESC FORT BRIK 1L;
977;MANTECA JUMBO EXTRA PAQ 200G;
978;DULCE DE LECHE JUMBO CLASICO POTE 500G;
979;YOGURISIMO FIRME PACK 6X5 750 GR;
980;YOGUR SER C/CEREAL KORN FLAKES 163 GR;
981;COOLER YOGUR;
982;ACTIPULSERA LANZADISCOS;
983;LECHE LA BUENA MEDIDA ULTRA ENTERA SAC1L;
984;YOGURISIMO CREMIX PACK 6X5 720GR;
985;QUESO LS ROMANO FRACC 320 GR;
986;YOGURISIMO STICK PACK;
987;CONSERVADORA YOGUR;
988;PACK ALIM CRECER UAT 4 UNID DE 200CC;
989;PACK GRANJA IRIS MAY 6L + MORTAD 1.8KG;
990;ACTIVIA PROMO TUPPER 750GR;
991;LECHE CINDOR MID 1 LT;
992;CIN L.SAB CHOCO PACK 0 0;
993;YOGUR SER C/CEREAL POTE 166GR;
994;QUESO FORTUNA PROCESADO FONTINA BARRA 2K;
995;STO POS COMUN PACK ** **;VAINILLA                                
995;STO POS COMUN PACK ** **;FRUTILLA                                
995;STO POS COMUN PACK ** **;DULCE DE LECHE                          
995;STO POS COMUN PACK ** **;CHOCOLATE                               
996;YOGUR SER C/CEREAL POTE 149GR;
997;BOLSA YOGUR SER COLCHON DE FRUTAS X3 UNID;
998;CIN L.SAB 0 PACK 250 CM3;
999;PROMO TARJETA MOVISTAR;
1000;CUPON ACTIVIA PARA DEGUSTACION;
1001;COMBO PRODUCTOS LACTEOS AUTO B;
1002;HERMETICO GRANDE + 2 SACHET YOGURISIMO;
1003;HERMETICO MEDIANO + 2 PACK CALCI+;
1004;HERMETICO MEDIANO + 2 PACK ACTIVIA;
1005;HERMETICO CHICO + 1 POTE GRIEGO;
1006;HERMETICO MEDIANO + 1 PACK CREMIX YOG;
1007;HERMETICO GRANDE + 2 SACHET ACTIVIA;
1008;VIDACOL PACK 480 GR MANGO-DURAZNO;
1009;CREMA LS PAST VIT A-E REX 500 CM3;
1010;CORTA SACHET PROMOCION LA SERENISIMA;
1011;YOGUR GRIEGO 100 GR ARANDANOS;
1012;YOGURISIMO FIRME FORT 190GR MOV.INTERNO;
1016;YOGURISIMO FIRME POTE 200G-PIN;
1017;POSTRE SERENITO CON SORPRESA MUNDIAL 110GR;
1018;YOGURISIMO P/BEBER SACHET 1L-PIN;
1020;YOGURISIMO ENTERO C/CREMA 200G USO INT;
1021;YOGURISIMO ENT SACHET 1000G P/URUGUAY;
1022;POSTRE SER CREME BRULEE PACK X2 200GR;
1023;POSTRE SER BCHOCO&CHERRY PACK X2 200GR;
1024;POSTRE DANETTE PACK 190 GR AGUILA;
1025;POSTRE DANETTE PACK 190 GR TOFI;
1026;POSTRE SERENITO C/GALLETITAS 116 GR;
1027;RICOTTA GARCIA BAJA EN SODIO SACHET 3KG;
1028;SERENITO MUNDIAL 117GR VAINILLA C/CAPUCHON;
1030;TABLA DE MADERA PROMOCION LA SERENISIMA;
1031;YOGURISIMO C/FRUTA POTE 190G-PIN;
1032;POSTRE DANETTE PACK 190GR DDL Y CHOCOLATE;
1033;POSTRE DANETTE PACK 190GR CHOCO Y FRUTILLA;
1034;POSTRE SERENITO COMBINADO 125GR USO INT;
1035;POSTRE DANETTE ALFAJOR DE CHOCOLATE 120GR;
1036;POSTRE SER COPA 120GR;
1037;POSTRE DANETTE 120GR;
1038;POSTRE DANETTE C/ROCKLETS 120GR;
1039;POSTRE DANETTE COPA 100GR;
1040;ECO BOLSA PROMOCION LA SERENISIMA;
1042;DULCE DE LECHE LS COLONIAL POTE 250 GR;
1043;DULCE DE LECHE LS CLASICO POTE 1 KG;
1045;LECHE LS ULTRA ENTERA SQUARE 500 CC;
1046;LECHE LS ULTRA DESCREMADA SQUARE 500 CC;
1047;POSTRE SERENITO WAU! PACK 200G P/URUGUAY;
1048;DULCE DE LECHE LS CLASICO POTE 250GR;
1052;MANTECA LS EXTRA VIT A-E PAQ 100GR;
1054;MANTECA LS EXTRA PAQUETE 200GR;
1056;MANTECA (MOVIMIENTOS DE CAMARA);
1060;POSTRE SERENITO C/CONFITES MOGUL122GR;
1063;L POLVO LS ENT VIT B9 ESTUCHE 500 GR;
1066;L POLVO LS DESC VIT B9 ESTUCHE 400 GR;
1071;QUESO CREMA CASANCREM POTE 200G - PIM;
1072;QUESO LS DANBO HORMA 3.5KG;
1085;LECHE LS UAT ENTERA C/FE VIT B9 BRIK 1L;
1088;LECHE LS UAT ENTERA VIT B9 BRIK 1L;
1090;FASON LECHE UAT ENT BRIK 1L (MOV CAMARA);
1092;ALIMENTO LACTEO DANONINO 90G USO INTERNO;
1094;ALIM LACTEO DANONINO PACK 140G P/URUGUAY;
1095;POSTRE SERENITO COMUN POTE 125GR USO INT;
1097;ALIM LAC DANONINO 90G VAINILLA USO INTERNO;
1098;ALIM LAC DANONINO 90G DURAZNO USO INTERNO;
1100;BANDEJA CUADRADA MHSA;
1102;YOGUR SER C/FRUTA POTE 190G-PIN;
1103;ACTIVIA SACHET 900 GR P/URUGUAY;
1104;YOGUR SER FIRME FORTIF POTE 195GR;
1105;YOGUR SER LIBRE BOT FRUT-POME-GRANA 185G;
1106;YOGUR SER CLAS DESC POTE POMELO ROS 195G;
1108;YOGUR SER FIRME POTE 190GR;
1109;YOGUR SER FIRME POTE 190GR;
1112;QUESO CREMA CASANCREM FORTI 200GR ENTERO;
1113;QUESO CREMA CASANCREM FORTI 200GR LIGHT;
1114;POSTRE SER POTE 130G-USO INTERNO;
1115;LECHE LS ULTRA ENT E/CALCIO VIT B9 SAC11;
1116;ALIM A BASE DE MANTECA SANTA MONICA 200G;
1120;DULCE DE LECHE LS TOPPING POUCH 250GR;
1122;POSTRE SERENITO C/CEREALES 116.5 GR;
1123;CREMA LS PAST FUENTE VIT A-E POTE 200 CC;
1124;MANTECA LS EXTRA CON VIT.A-E PAQ 200GR;
1125;ALIMENTO A BASE DE LECHE LS MAS BOTELLA;
1126;ALIMENTO A BASE DE LECHE LS MAS TETRA250C;
1127;ALIM BASE DE LECHE UAT SENSE 250CC;
1128;RICOTTA GARCIA ENT BAJA SODIO SAC 500G;
1129;ALIM BASE DE LECHE UAT SENSE BOT 1L;
1130;QUESO CREMA CASANCREM POTE 500GR ENTERO;
1131;QUESO CREMA CASANCREM POTE 500GR LIGHT;
1132;QUESO CREMA CASANCREM 480GR ENTERO;
1133;YOGUR SER DESC CEREAL POTE 170G USO INT;
1134;QUESO CREMA CASANCREM 480GR LIGHT;
1135;YOGURISIMO C/CEREAL AZUC.166G P/URUGUAY;
1136;QUESO CREMA CASANCREM ENTERO FORT 480GR;
1137;QUESO CREMA CASANCREM LIGHT FORT 480GR;
1138;YOGUR SER BATIDO PACK 250G-PIM;
1140;PROMO MUÑECO PACHORRA MUNDIAL;
1141;RICOTTA GARCIA MAGRA BAJO SODIO 500G;
1142;RICOTTA GARCIA SEMIGRASA 500GR;
1147;QUESO CASANCREM DIET POTE200GPIN;
1154;QUESO LS ROMANO 1/4 HORMA 1.75KG;
1155;YSS LECHE CULTIVADA 700GR;
1156;YYS LECHE CULTIVADA DESLAC 700GR;
1157;POSTRE DANETTE PACK 600G;
1158;FLAN SER TENTACION PACK 190G;
1166;VIDACOL PACK 320GR;
1167;QUESO LS EN CUBOS SARDO SOBRE 150 GR;
1168;QUESO LS EN CUBOS CHUBUT LIGHT 150 GR;
1170;CREMA LS TETRA TOP 200CM;
1171;QUESO LS CUBOS SARDO BOLSA 60GR;
1172;QUESO LS CUBOS PATEGRAS BOLSA 60GR;
1181;YOGURISIMO ENT CER SAB POTE 185G U INT;
1198;LECHE SAB CINDOR BRIK 250CM3 USO INTERNO;
1199;LECHE CINDOR EN POLVO 150GR;
1200;BANDEJA PRODUCTO MHSA;
1201;SUERO QUESO EN POLVO DON PASCUAL BOL 25K;
1202;QUESO CREMA CASANCREM POTE 300GR ENTERO;
1203;QUESO CREMA CASANCREM POTE 300GR LIGHT;
1204;QUESO MANTECREM POTE 190GR;
1205;LECHE LS ULTRA ENT FORT C/FE VITB9 SAC1L;
1206;CASANCREM DULCECREM 190 GR;
1207;BOLSACREM 690 GR;
1208;QUESO CREMA CASANCREM 290GR ENTERO;
1209;QUESO CREMA CASANCREM 290GR LIGHT;
1210;PROMO INDIVIDUALES CASANCREM CHICO 500 GR;
1211;PROMO INDIVIDUALES CASANCREM GRANDE 680 GR;
1212;PROMO TABLAS;
1213;PROMO VELAS;
1214;PROMO OJOTAS CINDOR;
1215;PROMO TEJO;
1216;PROMO OJOTAS CON ACTIVIA 500 GR;
1217;QUESO CREMA CASANCREM 290GR INTENSO;
1218;QUESO GARCIA 290GR;
1219;QUESO CREMA CASANCREM 200 GR CIBOULETTE;
1220;QUESO CREMA CASANCREM 200GR INTENSO;
1221;QUESO CREMA CASANCREM 200GR JAMON;
1222;ACTIVIA BEBIBLE BOT 185GR;
1223;QUESO BLANCO GARCIA 290GR;
1224;ACTIVIA BEB BOT 190G CHILE USO INT;
1225;QUESO CREMA CASANCREM 200GR INTENSO;
1226;SER NATURAL 177 GR;
1227;LECHE EN POLVO ARMONIA ENT BOLSA 200GR;
1228;LECHE EN POLVO ARMONIA DESC BOLSA 200GR;
1229;ACTIVIA SACHET 1100 GR P/URUGUAY;
1230;SER PROTEINA 150 GR;
1231;QUESO CREMA CASANCREM ENTERO FORT 290GR;
1232;QUESO CREMA CASANCREM LIGHT FORT 290GR;
1233;SER POWERFOOD 160GR;
1234;SER NATUR 130GR;
1236;L POLVO FORTUNA DES FASON BOL 25KG;
1237;MUESTRA DE SALCHICHAS GI JUNIOR 2UN;
1241;QUESO CASANCREM 290GR INTENSO LIGHT;
1242;CASANCREM INTENSO SABOR ORIGNAL 290GR;
1243;QUESO CREMA CASANCREM 200GR CIBOULETTE;
1244;QUESO CREMA CASANCREM INTENSO 200GR JAMON;
1245;QUESO CASANCREM 200GR INTENSO LIGHT;
1246;CASANCREM INTENSO SABOR ORIGINAL 200GR;
1247;POSTRE SERENITO WAU FFS X1 100GR;
1248;QUESO CREMA CASANCREM 200GR LIGERO;
1249;QUESO CASANCREM 200GR LIGERO;
1250;QUESO LOS PIRINEOS REGGIANITO HORMA 7 KG;
1261;SALCHICHAS GI VIENA 10 UNI MOV DE CAM;
1270;MANTECA LS EXTRA CON VIT.A-E PAQ 500GR;
1282;LECHE LS UAT ENT C/AZU FORT B9 SLIM 200C;
1285;SALCHICHAS GI JUNIOR VIENA 12 UNID;
1288;SALCHICHAS GRANJA IRIS VIENA PAQ 10+2;
1289;SALCHICHA GRANJA IRIS LIGHT PAQ 3 UNI;
1290;MORTADELA GI UNID 3KG + 3 UNID 300GR;
1291;LUNCHERA SALCHICHAS GRANJA IRIS 24U;
1292;MUESTRA SALCHICHA GRANJA IRIS CLASICA 2U;
1296;SALCHICHAS GRANJA IRIS C/QUESO PAQ 5 UNI;
1297;SALCHICHAS GRANJA IRIS AMERICANA 5 UNI;
1300;POSTRE SERENITO C\GRANAS POTE 90G - NUEVO;
1301;SERENITO GOMOSO 116 G USO INTERNO;
1303;POSTRE SER PACK 210GR P/URUGUAY;
1304;POSTRE SERENITO CONFITES 120G P/URUGUAY;
1308;LECHE FORTUNA PARC.DESC.FORT 2% SACHET1L;
1309;LECHE FORTUNA PARC.DESC.FORT 1% SACHET1L;
1310;CONCENTRADO PROTEICO LS EN POLVO BOLSA 20KG;
1314;QUESO LS CREMON UNTABLE POTE 200 GR;
1332;YOGUR SER LIBRE BOT 200G USO INTERNO;
1333;YOGUR SER C/CEREAL 184GR;
1340;YOGURISIMO GO BOT 750G USO INT;
1345;LECHE LS UAT ENTERA VIT B9 BOT 1L;
1346;LECHE LS UAT DESC E/CALCIO VIT B9 BOT 1L;
1351;MANTECA LS LIGHT UNT.VIT A-E POT.200GR;
1357;YOGURISIMO LICUADO BOT 190G CHILE USO INT;
1358;GRAN COMPRA CREMIX 120GR X1;
1359;GRAN COMPRA DESC CREMIX 120GR;
1360;GRAN COMPRA YOGUR ENT SACHET 900GR;
1361;GRAN COMPRA BATIDO 120GR X1 ENTERO;
1362;GRAN COMPRA ENTERO SACHET 900 GR;
1363;GRAN COMPRA POSTRE CON VIT 100 GR;
1364;GRAN COMPRA ENTERO SACHET 900GR;
1365;GRAN COMPRA YOGUR FIRME DESC 120GR;
1366;YOGUR GRAN COMPRA C/CEREALES 154GR;
1367;GRAN COMPRA BATIDO 120GR;
1369;GRAN COMPRA DESC C/FRU 120GR;
1370;GRAN COMPRA ENTERO C/FRU 120GR;
1371;QUESO CREMA CASANCREM POTE 310G P/URUGUAY;
1372;QUESO BLANCO CASANCREM DIET POTE 310G P/URUGU;
1374;GRAN COMPRA FIRME 140GR;
1375;GRAN COMPRA POSTRE 100 GR;
1376;YOGUR GRAN COMPRA BATIDO C/CERE 154GR;
1377;YOGUR LS CLASICO ENT SACHET 900 GR;
1378;YOGUR LS CLASICO ENTERO SACHET 900 GR;
1379;YOGUR LS CLASICO BATIDO ENT VIT 120GR;
1380;GRAN COMPRA ENTERO SACHET 900GR;
1381;GRAN COMPRA DESC SACHET 900GR;
1382;GRAN COMPRA YOGUR FIRME ENT 120GR;VAINILLA                                
1382;GRAN COMPRA YOGUR FIRME ENT 120GR;FRUTILLA                                
1383;YOGUR GRAN COMPRA BAT C/CEREALES 154GR;ZUCARITAS
1384;YOGUR GRAN COMPRA BATIDO 120GR;VAINILLA                                
1384;YOGUR GRAN COMPRA BATIDO 120GR;FRUTILLA                                
1385;GRAN COMPRA QUESO ENTERO 290GR;
1386;GRAN COMPRA YOGUR ENT SACH 900GR;VAINILLA                                
1386;GRAN COMPRA YOGUR ENT SACH 900GR;FRUTILLA                                
1387;GRAN COMPRA YOGUR ENTERO SACHET 900GR;VAINILLA                                
1387;GRAN COMPRA YOGUR ENTERO SACHET 900GR;FRUTILLA                                
1390;GRAN COMPRA ENTERO SACHET 500GR;
1392;GRAN COMPRA ENTERO SACHET 220GR;
1393;GRAN COMPRA CON CEREALES 159GR;
1394;GRAN COMPRA CON CEREALES DESC 157GR;
1400;DANONINO PACK MD 45GR;VAINILLA                                
1403;QUESO CREMA CASANCREM POTE 300GR DESLAC;
1406;DULCE DE LECHE COLONIAL POTE 400 GR (6U);
1408;YOGUR GRIEGO X 100 GR USO INT;
1409;POSTRE SERENITO BOMBAS PIRATA 118G P/URU;
1411;CREMA LS TETRA TOP 330 CM3;
1412;CREMA LS TETRA SQUARE 520CC;
1413;CREMA LS UAT TETRA SLIM 200 CC;
1414;CREMA LS LIGHT TETRA TOP 200CM3;
1415;YOGURISIMO FORT ENT SACHET 1250G USO INT;
1416;CREMA LS UAT CULINARIA TETRA TOP 200 CC;
1417;CREMA LS CULINARIA TETRA TOP 330 CC;
1418;QUESO LS SARDO 1/2 HORMA 1.75KG;
1419;CREMA LS LIVIANA TETRA TOP 200 CC;
1420;CREMA LS ZERO LACTOSA TETRA 200ML;
1422;CREMA LS UAT CULINARIA SQUARE 520CC;
1423;YOGURISIMO FORT ENT SACHET 1300G USO INT;
1424;RESERVA SER 55 GR USO INT;
1425;RELLENO A B\DDL Y QUESO LS POTE 300GR;
1426;PROD A BASE DE DDL LS AVELLANAS P300GR;
1427;PROD A BASE DE DDL Y CACAO LS POT300GR;
1430;ALIM LACTEO DANONINO BEB 185G P/URUGUAY;
1433;RESERVA TEST MARKET URUGUAY USO INTERNO;
1434;POSTRE SERENITO POCION POTE 117 GR USO I;
1437;CAJA MUESTRA DE PROD.LS EN PORC INDIV;
1446;DULCE DE LECHE CLASICO POTE 400 GR (6U);
1449;LECHE LS ULTRA DESC E/CALCIO VITB9 SAC1L;
1455;ACTIVIA SACHET 700G P/URUGUAY;
1459;QUESO LS PORT SALUT LIGHT UNT POTE 200GR;
1460;QUESO LS PORT SALUT UNTABLE POTE 200 GR;
1464;ACTIMEL PROMO TUPPER CHICO;
1465;ACTIMEL PROMO TUPPER GRANDE;
1466;YYS PROMO TUPPER;
1467;CASANCREM TUPPER;
1472;CREMA LS PAST FUENTE VIT A-E POTE 360CC;
1494;DANONINO FFS 80.5GR;
1495;DANONINO SACHET 900GR;
1496;DANONINO FFS 80.5GR;
1497;DANONINO YOGUR FFS 80.5 GR;
1498;DANONINO SACHET 900GR PAW PATROL;
1499;DANONINO BOTELLITA FORT 100GR;
1500;DANONINO BOTELLITA FORT 185GR;
1501;DANONINO CHOCOLATADA 1L;
1502;ALIM LACTEO DANONINO SACHET 500G;
1503;BONIFICACION PERIODO 01-02 AL 28-02;
1505;JUGO UAT SIN AZUCAR TETRA SLIM 200CC;
1506;JUGO UAT CONCENTRADO BRIK 250CC;
1507;YOGUR CALCI+ SACHET 600GR USO INT;
1508;YOGURISIMO FORT ENT SACHET 1000G USO INT;
1512;ACTIVIA BEBIBLE FIBRAMIX BOT 190G P/CHIL;
1520;QEIJO LS RALLADO PARMESAO BOLSA 100GR;
1521;ACTIMEL 0% PACK 800 GR USO INTERNO;
1530;POSTRE DANETTE PACK 190 GR P/URUGUAY;
1531;FLAN DANETTE CREMOSO PACK 190G P/URUGUAY;
1532;DANETTE 100 GR;
1549;CREMA LS UAT VIT A-E CARTON 200 CM3;
1558;PACK LECHE LS CRECER PLUS 3 BRICK 250 cc;
1565;ACTIMEL PACK 800 GR USO INTERNO;
1566;ACTIMEL 0% PACK 600GR;
1570;QUESO LS MASCARPONE POTE 200 GR;
1572;ACTIMEL NATURAL PACK 400 GR USO INT;
1573;ACTIMEL PACK 400 GR USO INT;
1574;ACTIMEL ENTERO PACK 600GR;
1581;ACTIMEL 0% PACK 400 GR USO INT;
1603;POSTRE LA COPA CINDOR POTE 125G-PIN;
1604;POSTRE LA COPA CINDOR PACK 250G-PIN;
1612;BOLSA YOGURISIMO FIRME X3UN FRUTILLA;
1617;QUESO FINLANDIA LS PROC. VIT A-D POT200G;
1620;LECHE LS UAT DESC E/CALCIO BRIK 1L;
1621;LECHE LS UAT DESC E/CALCIO VITB9 BRIK 1L;
1623;LECHE LS UAT DESC E/HIERRO B9 BRIK 1L;
1624;LECHE LS ULTRA ENT REDU LAC PRISMA 750CC;
1625;LECHE LS ULTRA DES REDU LAC PRISMA 750CC;
1629;QUESO LS SARDO FRACC 280GR;
1630;QUESO LS FINLANDIA SACHET 2KG;
1640;QUESO CHUBUT HORMA 4KG;
1643;RICOTTA LS ENTERA BAJA SODIO SACHET 500G;
1644;RICOTTA LS MAGRA BAJA SODIO SACHET 500G;
1647;REUTILIZAR CASANCREM TUPPER;
1648;ACTIVIA 250G CARTON PARA CHILE;
1655;QUESO FINLANDIA LS LIGHT SALMON P 200 GR;
1658;QUESO LS FINLANDIA BALANCE LIGHT P200G;
1659;QUESO LS FINLANDIA BALANCE LIGHT P300G;
1660;SALSA LS FINLANDIA CAESAR POUCH 200 GR;
1661;SALSA LS FINLANDIA BURGER POUCH 200 GR;
1662;SALSA LS FINLANDIA CHEDDAR POUCH 200 GR;
1663;SALSA LS FINLANDIA HONGOS POUCH 200 GR;
1665;QUESO LS DANBO FETEADO SOBRE 180 GR;
1666;VIDACOL PACK X4 400GR;
1667;QUESO LS FINLANDIA CHEF HEBRAS SOB130G;MUZZARELLA-PARMESANO
1667;QUESO LS FINLANDIA CHEF HEBRAS SOB130G;CUATRO QUESOS LIGHT
1667;QUESO LS FINLANDIA CHEF HEBRAS SOB130G;CUATRO QUESOS
1667;QUESO LS FINLANDIA CHEF HEBRAS SOB130G;CHEDDAR
1668;QUESO LS FINLANDIA CHEF HEBRAS BOLSA1K;
1670;QUESO LS MASCARPONE POTE 200 GR;
1671;QUESO LS FINLANDIA CHEDDAR FETAS 150G;
1672;QUESO LS FINLANDIA DANBO FETAS SOB150G;
1673;QUESO LS FINLANDIA DANBO RED.CALOR150G;
1680;QUESO LS FINLANDIA GUACAMOLE POTE 200GR;
1686;YOGURISIMO CREMIX BOTELLA 750G USO INT;
1687;YOGUR SER LIBRE BOTELLA 750G USO INT;
1703;FLAN SER PACK 420G USO  INTERNO;
1707;LECHE LS FIBRACTIVA ULTRA DES PRISMA 750;
1708;LECHE LS ULTRA ENT C/HIERRO PRISMA 750CC;
1709;LECHE LS ULTRA DES C/HIERRO PRISMA 750CC;
1710;LECHE LS ULTRA PROTEICA PRISMA 750 CC;
1711;LECHE LS ULTRA PROT CAFE C LECHE PRI 750;
1712;LECHE LS ULTRA MUJER PRISMA 750 CC;
1713;LECHE LS ULTRA P.DESC C\FE 1% PRISMA 1L;
1714;LECHE LS ULTRA P.DESC REDU LAC PRISMA 1L;
1720;LECHE LS ULTRA DESC. PROTEIN PRISMA 1L;
1721;BEB.DE LECHE LS UAT PROTEIN CACAO BRIK1L;
1722;BEB.DE LECHE LS UAT PROTEIN CACAO S200CC;
1730;QUESO LS REGGIANITO 1/4 HORMA;
1735;QUESO LS REGGIANITO FRACCIONADO 310G;
1738;QUESO LS EN CUBOS DANBO PROVOLONE 150 GR;
1743;QUESO LS PROVOLONE FRACCIONADO 300GR;
1746;LECHE SERECOL ULTRA OMEGA3 PRISMA 750CC;
1756;LECHE LS ACTIVE UAT DESC FORT 250CM3 N-C;
1771;QUESO LS RALLADO LIGHT 100GR;
1778;LECHE DIA % ULTRA ENT FORT SACH 1L;
1779;LECHE DIA % ULTRA PARC DESC SACH1L;
1780;LECHE DIA % ULTRA PARC DESC 2% SAC1L;
1781;SALCHICHA BREST TIPO VIENA 6 UNIDADES;
1791;LECHE VITAL INFANTIL 1 LATA X 900G;
1801;LECHE CRECER PLUS HASTA 6MESES 250CC;
1802;LECHE CRECER PLUS 6MESES ADE BRIK 250;
1803;LECHE CRECER PLUS 1A3 AÑOS BRIK 250CC;
1804;LECHE LA SERENISIMA BABY 3 BRICK 1000 ML;
1805;LECHE LA SERENISIMA BABY 1 BRICK 200 ML;
1806;LECHE LA SERENISIMA BABY 2 BRICK 200 ML;
1807;LECHE LA SERENISIMA BABY 3 BRICK 200 ML;
1808;LECHE LA SERENISIMA BABY CRECER 1 200ML;
1809;LECHE LA SERENISIMA BABY CRECER 2 200ML;
1810;LECHE LA SERENISIMA BABY CRECER 3 200ML;
1811;LECHE LA SERENISIMA BABY CRECER 3 BRICK 1L;
1814;LECHE VITAL INFANTIL Nja 1 BRICK 200 ML;
1819;DULCE DE LECHE COTO REPOSTERO POTE 400GR;
1821;DANONINO PACK X4 322 GR USO INT;
1824;ACTIMEL PACK 400G P/URUGUAY/PARAGUAY;
1825;ACTIMEL 0% PACK 400G P/URUGUAY/PARAGUAY;
1827;ALIM LACTEO DANONINO BEB 400G P/URUGUAY;
1833;YOGUR SER BAT C/PULPA 250G PI;
1835;YOGUR SER CREMOSO BOTELLA 750G USO INT;
1836;YOGURISIMO FIRME PACK X 8 USO INTERNO;
1838;LECHE VITAL INFANTIL 2 LATA X 900G;
1843;ALIMENTO LACTEO DANONINO 180G USO INTERNO;
1847;MORTADELA GRAJA IRIS UNIDAD 300 GR;
1850;LECHE LA MARTONA UAT PARC DESCREMADA 2%;
1851;LECHE LA MARTONA UAT PARC DESCREMADA 1%;
1852;LECHE VITAL INFANTIL Nja 2 BRICK 200 ML;
1853;QUESO CARREFOUR RALLADO BOLSA 120G;
1857;LECHE C DEL LAGO ULTRA ENT FORT SACH 1L;
1860;QUESO FORTUNA SANDWICH HORMA 3.5 KG;
1861;LECHE LA MARTONA ULTRA ENTERA 3% SAC1L;
1862;LECHE LA MARTONA ULTRA P.DESC 1% SAC1L;
1863;LECHE LA MARTONA ULTRA P.DESC 2% SAC1L;
1864;LECHE LA MARTONA ULTRA DESCREMADA 0%;
1868;DULCE DE LECHE LA MARTONA POTE 400GR;
1870;DULCE DE LECHE SER POTE 250GR;
1876;LECHE VITAL INFANTIL Nja 1 LATA X 400G;
1877;VITAL 2 X 400 GR;
1880;QUESO ARMONIA DANBO HORMA 3.5KG;
1881;YOGUR SER BATIDO 5+1 PACK 750G-PIN;
1882;USO INTERNO TAPA CASNCREM;
1883;LECHE VITAL INFANTIL Nja 2 LATA X 400G;
1909;LECHE CARREFOUR CLASSIC ULTRA ENTERA SA1L;
1910;LECHE CARREFOUR CLASSIC ULTRA P.DESC SA1L;
1912;LECHE CARREFOUR CLASSIC UAT ENTERA B1LT;
1913;LECHE CARREFOUR CLASSIC UAT P.DESC B1L;
1916;PELOTA ANTIESTRESS LA SERENISIMA USO INT;
1917;BUFANDA PROMO LA SERENISIMA USO INTERNO;
1918;TAZA PLASTICA LA SERENISIMA USO INTERNO;
1919;KIT SILK 190 GR SIN CARGO;
1921;LECHE CASANTO ULTRA P DESC FORT 1% S1L;
1922;LECHE CASANTO ULTRA P DESC FORT 2% S1L;
1923;LECHE CASANTO ULTRA ENTERA FORT 3% S1L;
1930;LECHE CASANTO UAT ENTERA 3% BRIK 1L;
1932;LECHE CASANTO UAT P.DESC 2% BRIK 1L;
1935;MANTECA CASANTO PAQ 200GR;
1936;YOGUR STO POTE 115G USO INTERNO;
1945;DULCE DE LECHE COTO CLASICO POTE 400 GR;
1946;LECHE ENTERA CARREFOUR SACHET 1L;
1947;LECHE DESCREMADA CARREFOUR SACHET 1L;
1950;ACTIVIA BEB BOT 190GR 0% CHILE USO INT;
1953;ALIM LACTEO ACTVIA PACK 190GR USO INT;
1955;YOGURISIMO BATIDO C/PULPA PACK 250G PI;
1956;YOGURISIMO BATIDO ENTERO PACK 250G PI;
1959;EXHIBIDORES DE DULCE DE LECHE;
1960;PIZZERA LS CREMON PROMOCION;
1961;CUCHILLO UNTABLE LS PROMOCION (20 UNID.);
1962;BOLSO TERMICO LS PROMOCION;
1963;LLAVEROS LS PROMOCION (BOLSA 20 UNID);
1964;ÑOQUERA LS PROMOCION BOLSA 10 UNIDADES;
1966;L POLVO LS DESC INST FORT B9 BOLSA 200G;
1967;TABLA PATEGRAS PROMOCION;
1968;JARRA GRADUADA LS PROMOCION;
1969;COMBO CHUBUT FRACC+CHEDDAR FETEADO+TABLA;
1970;CIERRA SACHET LS PROMOCION (20 UNIDADES);
1971;TABLA PERE DUCREST PROMOCION;
1972;COMBO DELANTAL + INDIVIDUALES LS;
1973;YOGUR SER FORT DESC SACHET 1100G USO INT;
1975;LECHE JUMBO UAT ENT FORT BRIK 1L(EXP);
1976;LECHE JUMBO UAT DESC FORT BRIK 1L(EXP);
1977;VASOS PLASTICOS LS;
1978;BANDEJAS LS A TOMAR LA LECHE PROMOCION;
1979;ENSALADERA LS PROMOCION;
1980;CUCHILLO UNTADOR ACERO FINLANDIA BALANCE;
1981;PIZZERAS DE PLASTICO LS;
1982;REPASADORES LS CREMON;
1983;BOL LA SERENISIMA;
1984;DELANTAL LS;
1985;QUESO LS ROMANO FRACCIONADO 320GR;
1986;PORTASACHET PROMOCION JUNIOR;
1987;PORTASACHET PROMOCION SEREMIX;
1988;CIERRA SACHET LS TOPPING (20 UNIDADES);
1989;EXHIBIDOR SENSE PIE;
1990;MATERIAL POP LECHE;
1991;MATERIAL POP CREMA;
1992;MATERIAL POP MANTECA;
1993;MATERIAL POP DULCE DE LECHE;
1994;MATERIAL POP QUESOS;
1995;MATERIAL POP UNTABLES-RICOTTA-SALSAS;
1996;PORTASACHET PROMOCION YYS;
1997;MATERIAL POP GENERAL;
1998;LUNCHERAS PROMOCION DANONINO;
1999;ESPECIAL PICADA LS DIA DEL PADRE;
